graph,algo,mode,access,activation,backend,platform,time_s,iterations,unreachable,edges,rss_MB,cpu_pct,avg_watt
datasets\email-Eu-core.edgelist,bfs,async,pull,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,bfs,async,pull,data,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,sssp,sync,push,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,sssp,sync,push,data,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,sssp,sync,pull,data,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,sssp,async,push,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,sssp,async,push,data,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,sssp,async,pull,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,sssp,async,pull,data,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,340.1,,
datasets\email-Eu-core.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,340.1,,
datasets\roadNet-PA.edgelist,bfs,sync,push,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,bfs,sync,push,data,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,bfs,sync,pull,data,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,bfs,async,push,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,bfs,async,push,data,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,bfs,async,pull,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,bfs,async,pull,data,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,sssp,sync,push,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,sssp,sync,push,data,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,sssp,sync,pull,data,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,sssp,async,push,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,sssp,async,push,data,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,sssp,async,pull,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,sssp,async,pull,data,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,371.0,,
datasets\roadNet-PA.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,371.0,,
datasets\CA-GrQc.edgelist,bfs,sync,push,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,bfs,sync,push,data,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,bfs,sync,pull,data,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,bfs,async,push,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,bfs,async,push,data,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,bfs,async,pull,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,bfs,async,pull,data,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,sssp,sync,push,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,sssp,sync,push,data,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,sssp,sync,pull,data,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,sssp,async,push,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,sssp,async,push,data,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,sssp,async,pull,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,sssp,async,pull,data,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,337.0,,
datasets\CA-GrQc.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,337.0,,
datasets\email-Eu-core.edgelist,bfs,sync,push,topo,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,bfs,sync,push,data,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,bfs,sync,pull,topo,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,bfs,sync,pull,data,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,bfs,async,push,topo,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,bfs,async,push,data,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,bfs,async,pull,topo,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,bfs,async,pull,data,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,sssp,sync,push,topo,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,sssp,sync,push,data,cpu,PC,,,,,337.1,,
datasets\email-Eu-core.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,337.1,,
